date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:38	47528/47528	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22553d5255-b9a8%22	https://logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.eot?v=3	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.eot	(from https://logicdudes.com/)
18:49:38	30804/30804	---M--	200	added ('OK')	application/font-woff	etag:%22553d5255-7854%22	https://logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.woff?v=3	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.woff	(from https://logicdudes.com/)
18:49:39	47332/47332	---M--	200	added ('OK')	application/octet-stream	etag:%22553d5255-b8e4%22	https://logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.ttf?v=3	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.ttf	(from https://logicdudes.com/)
18:49:39	112121/112121	---M--	200	added ('OK')	image/svg+xml	etag:%22553d5255-1b5f9%22	https://logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.svg?v=3	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.svg	(from https://logicdudes.com/)
18:49:39	17202/17202	---M--	200	added ('OK')	image/png	etag:%2253e80be9-4332%22	https://logicdudes.com/wp-content/uploads/2014/03/logicdudes-logo1-300x95.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/03/logicdudes-logo1-300x95.png	(from https://logicdudes.com/)
18:49:41	31511/31511	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:40%20GMT	https://logicdudes.com/computer-services	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services.html	(from https://logicdudes.com/)
18:49:43	29767/29767	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:42%20GMT	https://logicdudes.com/computer-services/tech-support	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/tech-support.html	(from https://logicdudes.com/)
18:49:45	30717/30717	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:44%20GMT	https://logicdudes.com/computer-services/web-development	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/web-development.html	(from https://logicdudes.com/)
18:49:47	25326/25326	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:46%20GMT	https://logicdudes.com/how-to	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to.html	(from https://logicdudes.com/)
18:49:49	29224/29224	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:48%20GMT	https://logicdudes.com/how-to/setup-centos-7	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7.html	(from https://logicdudes.com/)
18:49:51	33096/33096	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:49%20GMT	https://logicdudes.com/how-to/setup-centos-7/vps	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/vps.html	(from https://logicdudes.com/)
18:49:53	31154/31154	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:51%20GMT	https://logicdudes.com/how-to/setup-centos-7/ssh-keys	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/ssh-keys.html	(from https://logicdudes.com/)
18:49:54	36200/36200	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:53%20GMT	https://logicdudes.com/how-to/setup-centos-7/iptables	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/iptables.html	(from https://logicdudes.com/)
18:49:56	30519/30519	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:55%20GMT	https://logicdudes.com/how-to/setup-centos-7/yum	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/yum.html	(from https://logicdudes.com/)
18:49:58	30501/30501	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:57%20GMT	https://logicdudes.com/how-to/setup-centos-7/cron	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/cron.html	(from https://logicdudes.com/)
18:50:00	30676/30676	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:49:59%20GMT	https://logicdudes.com/how-to/setup-centos-7/create-swap-file	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/create-swap-file.html	(from https://logicdudes.com/)
18:50:02	36351/36351	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:01%20GMT	https://logicdudes.com/how-to/setup-centos-7/nagios	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/nagios.html	(from https://logicdudes.com/)
18:50:04	25127/25127	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:02%20GMT	https://logicdudes.com/about	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/about.html	(from https://logicdudes.com/)
18:50:05	23554/23554	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:04%20GMT	https://logicdudes.com/contact	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/contact.html	(from https://logicdudes.com/)
18:50:05	222035/222035	---M--	200	added ('OK')	image/jpeg	etag:%2253e80d94-36353%22	https://logicdudes.com/wp-content/uploads/2014/05/logicdudes-header.jpg	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/logicdudes-header.jpg	(from https://logicdudes.com/)
18:50:06	677054/677054	---M--	200	added ('OK')	image/png	etag:%22537fea97-a54be%22	https://logicdudes.com/wp-content/uploads/2014/05/support.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/support.png	(from https://logicdudes.com/)
18:50:07	29903/29903	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:06%20GMT	https://logicdudes.com/computer-services/online-advertising	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/online-advertising.html	(from https://logicdudes.com/)
18:50:07	149557/149557	---M--	200	added ('OK')	image/jpeg	etag:%22537fe6ff-24835%22	https://logicdudes.com/wp-content/uploads/2014/05/TargetAudience.jpeg	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/TargetAudience.jpg	(from https://logicdudes.com/)
18:50:07	608/608	---M--	200	added ('OK')	image/png	etag:%22509aad26-260%22	https://logicdudes.com/wp-includes/images/rss.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-includes/images/rss.png	(from https://logicdudes.com/)
18:50:07	397136/397136	---M--	200	added ('OK')	image/png	etag:%22537fe74d-60f50%22	https://logicdudes.com/wp-content/uploads/2014/05/targetaudience1.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/targetaudience1.png	(from https://logicdudes.com/)
18:50:08	168/168	---M--	403	error ('Forbidden')	text/html	date:Tue,%2003%20Nov%202015%2023:50:07%20GMT	https://logicdudes.com/wp-content/themes/enfold/framework/	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/framework/index.html	(from https://logicdudes.com/)
18:50:08	0/0	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2003%20Nov%202015%2023:50:07%20GMT	https://logicdudes.com/wp-content/themes/enfold/	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/index.html	(from https://logicdudes.com/)
18:50:09	1/1	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:08%20GMT	https://logicdudes.com/wp-admin/admin-ajax.php	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-admin/admin-ajax.html	(from https://logicdudes.com/)
18:50:09	15248/15248	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202015%2021:05:46%20GMT	https://logicdudes.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.mind03d.js	(from https://logicdudes.com/)
18:50:09	11192/11192	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202015%2021:05:46%20GMT	https://logicdudes.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.1.2	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/plugins/contact-form-7/includes/js/scripts8aee.js	(from https://logicdudes.com/)
18:50:09	109909/109909	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202015%2021:02:12%20GMT	https://logicdudes.com/wp-content/themes/enfold/js/avia.js?ver=3	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/js/avia592e.js	(from https://logicdudes.com/)
18:50:10	136049/136049	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202015%2021:02:12%20GMT	https://logicdudes.com/wp-content/themes/enfold/js/shortcodes.js?ver=3	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/js/shortcodes592e.js	(from https://logicdudes.com/)
18:50:10	20947/20947	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202015%2021:02:12%20GMT	https://logicdudes.com/wp-content/themes/enfold/js/aviapopup/jquery.magnific-popup.min.js?ver=2	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/js/aviapopup/jquery.magnific-popup.min77ae.js	(from https://logicdudes.com/)
18:50:10	77780/77780	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202015%2020:58:28%20GMT	https://logicdudes.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=2.16.2	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-includes/js/mediaelement/mediaelement-and-player.min3819.js	(from https://logicdudes.com/)
18:50:10	926/926	---M--	200	added ('OK')	application/javascript	etag:%225536e084-39e%22	https://logicdudes.com/wp-includes/js/mediaelement/wp-mediaelement.js?ver=4.2.5	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-includes/js/mediaelement/wp-mediaelementd19b.js	(from https://logicdudes.com/)
18:50:11	757/757	---M--	200	added ('OK')	application/javascript	etag:%225285a621-2f5%22	https://logicdudes.com/wp-includes/js/comment-reply.min.js?ver=4.2.5	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-includes/js/comment-reply.mind19b.js	(from https://logicdudes.com/)
18:50:11	2093/2093	---M--	200	added ('OK')	image/gif	etag:%22553d5254-82d%22	https://logicdudes.com/wp-content/themes/enfold/images/layout/loading.gif	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/images/layout/loading.gif	(from https://logicdudes.com/wp-content/themes/enfold/css/layout.css?ver=2)
18:50:11	27886/27886	---M--	200	added ('OK')	image/gif	etag:%22553d5254-6cee%22	https://logicdudes.com/wp-content/themes/enfold/images/layout/preload-dark-big.gif	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/images/layout/preload-dark-big.gif	(from https://logicdudes.com/wp-content/themes/enfold/css/shortcodes.css?ver=2)
18:50:12	26988/26988	---M--	200	added ('OK')	image/gif	etag:%22553d5254-696c%22	https://logicdudes.com/wp-content/themes/enfold/images/layout/preload-dark-grey-big.gif	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/images/layout/preload-dark-grey-big.gif	(from https://logicdudes.com/wp-content/themes/enfold/css/shortcodes.css?ver=2)
18:50:12	969/969	---M--	200	added ('OK')	image/png	etag:%22553d5254-3c9%22	https://logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/background.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/background.png	(from https://logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/mediaelementplayer.css?ver=1)
18:50:12	1076/1076	---M--	200	added ('OK')	image/png	etag:%22553d5254-434%22	https://logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/sep.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/sep.png	(from https://logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/mediaelementplayer.css?ver=1)
18:50:12	9159/9159	---M--	200	added ('OK')	image/png	etag:%22553d5254-23c7%22	https://logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/controls.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/controls.png	(from https://logicdudes.com/wp-content/themes/enfold/js/mediaelement/skin-1/mediaelementplayer.css?ver=1)
18:50:13	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:12%20GMT	http://logicdudes.com/wp-content/themes/enfold/images/background-images/ios-linen-light.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/images/background-images/ios-linen-light.3b.delayed	(from https://logicdudes.com/wp-content/uploads/dynamic_avia/enfold.css?ver=553d528466ac1)
18:50:13	83234/83234	---M--	200	added ('OK')	image/png	etag:%22553d5254-14522%22	https://logicdudes.com/wp-content/themes/enfold/images/background-images/ios-linen-light.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/themes/enfold/images/background-images/ios-linen-light.png	(from https://logicdudes.com/wp-content/uploads/dynamic_avia/enfold.css?ver=553d528466ac1)
18:50:14	21916/21916	---M--	200	added ('OK')	application/font-woff	etag:%2253f59603-559c%22	https://logicdudes.com/wp-content/uploads/2014/02/entypo.woff	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/02/entypo.woff	(from https://logicdudes.com/?sccss=1&ver=4.2.5)
18:50:14	7364/7364	---M--	200	added ('OK')	application/font-woff	etag:%2253f59603-1cc4%22	https://logicdudes.com/wp-content/uploads/2014/02/entypo-social.woff	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/02/entypo-social.woff	(from https://logicdudes.com/?sccss=1&ver=4.2.5)
18:50:14	20743/20743	---M--	200	added ('OK')	image/png	etag:%2253f40dad-5107%22	https://logicdudes.com/wp-content/uploads/2014/03/ld-large-opaque-2.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/03/ld-large-opaque-2.png	(from https://logicdudes.com/?sccss=1&ver=4.2.5)
18:50:15	720/720	---MCZ	200	added ('OK')	text/xml	date:GMT	https://logicdudes.com/computer-services/feed	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/feed	(from https://logicdudes.com/computer-services)
18:50:16	389539/389539	---M--	200	added ('OK')	image/png	etag:%225387977d-5f1a3%22	https://logicdudes.com/wp-content/uploads/2014/05/business-services.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/business-services.png	(from https://logicdudes.com/computer-services)
18:50:18	23999/23999	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Nov%202015%2023:50:17%20GMT	https://logicdudes.com/business-services/seo-website-design-hosting	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/business-services/seo-website-design-hosting	(from https://logicdudes.com/computer-services)
18:50:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:18%20GMT	https://logicdudes.com/?p=90	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/indexeffd.html	(from https://logicdudes.com/computer-services)
18:50:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:19%20GMT	https://logicdudes.com/business-services/online-advertising	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/business-services/online-advertising	(from https://logicdudes.com/computer-services)
18:50:22	23999/23999	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Nov%202015%2023:50:21%20GMT	https://logicdudes.com/business-services/network-administration	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/business-services/network-administration	(from https://logicdudes.com/computer-services)
18:50:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:23%20GMT	https://logicdudes.com/business-services/custom-web-applications	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/business-services/custom-web-applications	(from https://logicdudes.com/computer-services)
18:50:25	28697/28697	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:24%20GMT	https://logicdudes.com/computer-services/custom-web-applications	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/custom-web-applications.html	(from https://logicdudes.com/computer-services)
18:50:27	28419/28419	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:26%20GMT	https://logicdudes.com/computer-services/logo-design-branding	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/logo-design-branding.html	(from https://logicdudes.com/computer-services)
18:50:29	22942/22942	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:28%20GMT	https://logicdudes.com/computer-services/modern-business-assessment	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/modern-business-assessment.html	(from https://logicdudes.com/computer-services)
18:50:31	25883/25883	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:30%20GMT	https://logicdudes.com/computer-services/web-development/pricing	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/web-development/pricing.html	(from https://logicdudes.com/computer-services)
18:50:33	728/728	---MCZ	200	added ('OK')	text/xml	date:GMT	https://logicdudes.com/computer-services/tech-support/feed	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/tech-support/feed	(from https://logicdudes.com/computer-services/tech-support)
18:50:34	446500/446500	---M--	200	added ('OK')	image/png	etag:%22538649d2-6d024%22	https://logicdudes.com/wp-content/uploads/2014/05/network-administration-banner.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/network-administration-banner.png	(from https://logicdudes.com/computer-services/tech-support)
18:50:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:35%20GMT	https://logicdudes.com/?p=216	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/index4659.html	(from https://logicdudes.com/computer-services/tech-support)
18:50:36	734/734	---MCZ	200	added ('OK')	text/xml	date:GMT	https://logicdudes.com/computer-services/web-development/feed	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/computer-services/web-development/feed	(from https://logicdudes.com/computer-services/web-development)
18:50:37	700027/700027	---M--	200	added ('OK')	image/png	etag:%225384bae5-aae7b%22	https://logicdudes.com/wp-content/uploads/2014/05/seo-website-design-banner1.png	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/wp-content/uploads/2014/05/seo-website-design-banner1.png	(from https://logicdudes.com/computer-services/web-development)
18:50:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:38%20GMT	https://logicdudes.com/?p=167	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/index3350.html	(from https://logicdudes.com/computer-services/web-development)
18:50:39	701/701	---MCZ	200	added ('OK')	text/xml	date:GMT	https://logicdudes.com/how-to/feed	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/feed	(from https://logicdudes.com/how-to)
18:50:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Nov%202015%2023:50:40%20GMT	https://logicdudes.com/?p=450	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/index9e0f.html	(from https://logicdudes.com/how-to)
18:50:41	31913/31913	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:40%20GMT	https://logicdudes.com/how-to/setup-centos-7/minimal	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/minimal.html	(from https://logicdudes.com/how-to)
18:50:43	26940/26940	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2023:50:42%20GMT	https://logicdudes.com/how-to/setup-centos-7/epel-remi-repos	/srv/http/logicdudes.com/LogicDudes/logicdudes.com/how-to/setup-centos-7/epel-remi-repos.html	(from https://logicdudes.com/how-to)
